NP,power,time,bkg
18,50.0,71,526526.1123691599
18,50.0,72,494048.51947973634
18,50.0,73,559415.8811136532
18,50.0,74,550143.8762437974
18,50.0,75,526004.0486796376
18,50.0,76,453166.3557122494
18,50.0,77,466708.1459593069
18,50.0,78,534329.0376080181
18,50.0,79,504489.48583239585
18,50.0,80,415075.7433857402
18,50.0,81,459954.96060687513
18,50.0,82,480344.8448466368
18,50.0,83,523308.7337401068
18,50.0,84,538601.5851241029
18,50.0,85,497244.08624759666
18,50.0,86,511566.7973984145
18,50.0,87,563212.221929653
18,50.0,88,543787.3682564612
18,50.0,89,507555.2361623918
18,50.0,90,431545.70489423064
18,50.0,91,486653.0595251619
18,50.0,92,513281.5016020325
18,50.0,93,556694.2725161094
18,50.0,94,487267.5911608585
18,50.0,95,521313.0405052301
18,50.0,96,495755.9346691257
18,50.0,97,475766.6190819838
18,50.0,98,482221.0702207102
18,50.0,99,521979.8840346681
18,50.0,100,516910.81487092364
18,50.0,101,499792.02073002624
18,50.0,102,461146.662285903
18,50.0,103,530930.6719460817
18,50.0,104,547580.1405229415
18,50.0,105,531911.5427277806
18,50.0,106,546140.4309522822
18,50.0,107,576149.9353007162
18,50.0,108,541641.3287125594
18,50.0,109,502770.53088767047
18,50.0,110,528886.8531796463
18,50.0,111,544260.5344626702
18,50.0,112,488441.9940774925
18,50.0,113,519874.4316020964
18,50.0,114,435769.42302649154
18,50.0,115,532570.9433111828
18,50.0,116,510525.2113743964
18,50.0,117,606134.4753130825
18,50.0,118,558674.3297999233
18,50.0,119,586843.6159047603
18,50.0,120,545774.1114069992
18,50.0,121,539472.6200374297
18,50.0,122,616786.7389222784
18,50.0,123,561522.5479376066
18,50.0,124,549515.922850133
18,50.0,125,521711.63641468505
18,50.0,126,528989.4819263637
18,50.0,127,539936.98294017
18,50.0,128,615835.6268367288
18,50.0,129,568838.3343721573
18,50.0,130,550250.3318701042
18,50.0,131,579090.5664744222
18,50.0,132,612658.3907965897
18,50.0,133,632972.2921017932
18,50.0,134,584564.3925579578
18,50.0,135,629610.5570594093
18,50.0,136,534680.32364116
18,50.0,137,510155.479143752
18,50.0,138,615823.4509709402
18,50.0,139,532771.6753975436
18,50.0,140,488338.0391057557
18,50.0,141,544173.2422495128
18,50.0,142,472047.91190503794
18,50.0,143,558113.2986628334
18,50.0,144,527304.5592897247
18,50.0,145,519316.51833921694
18,50.0,146,550341.5763778003
18,50.0,147,487710.16848610237
18,50.0,148,495754.3765761314
18,50.0,149,555806.8596449422
18,50.0,150,482116.1451386617
18,50.0,151,519299.39160151593
18,50.0,152,474525.6508041179
18,50.0,153,518746.4058893012
18,50.0,154,482606.08860465256
18,50.0,155,527095.3083151351
18,50.0,156,538999.6588784305
18,50.0,157,558579.6378760051
18,50.0,158,574057.1382421991
18,50.0,159,561912.2194693671
18,50.0,160,393482.41570019495
18,50.0,161,514802.6937490782
18,50.0,162,536693.9110122642
18,50.0,163,641447.9500263989
18,50.0,164,585825.5063381285
18,50.0,165,565486.6382994757
18,50.0,166,607465.8729461832
18,50.0,167,543706.8910136905
18,50.0,168,520209.5455666552
18,50.0,169,509992.1110998384
18,50.0,170,480977.42274904146
18,50.0,171,513373.28769304894
18,50.0,172,532104.4596310784
18,50.0,173,596630.7263280451
18,50.0,174,547144.7061473422
18,50.0,175,597688.5011626922
18,50.0,176,503040.7219613766
18,50.0,177,563842.7250015826
18,50.0,178,554636.1898149902
18,50.0,179,534796.1216054885
18,50.0,180,514455.1126001261
18,50.0,181,523589.28747369774
18,50.0,182,512960.45439622353
18,50.0,183,652363.6358884084
18,50.0,184,598451.9305024585
18,50.0,185,676703.4422080074
18,50.0,186,643003.1757059742
18,50.0,187,660266.4259547658
18,50.0,188,533817.254214634
18,50.0,189,598909.9337276135
18,50.0,190,658025.3026142926
18,50.0,191,583763.8134274369
18,50.0,192,528346.2483099742
18,50.0,193,544472.3508232774
18,50.0,194,509046.4320445795
18,50.0,195,585776.9271896739
18,50.0,196,623687.3805730768
18,50.0,197,666762.999000835
18,50.0,198,542871.3029944542
18,50.0,199,530690.1019087837
18,100.0,0,607135.9911608831
18,100.0,1,567611.6731857134
18,100.0,2,559802.7057744793
18,100.0,3,597655.2049603851
18,100.0,4,606037.0134179159
18,100.0,5,605530.0697604404
18,100.0,6,567126.3877958681
18,100.0,7,572444.8601778478
18,100.0,8,553863.3889429691
18,100.0,9,528968.210925155
18,100.0,10,569073.2036168075
18,100.0,11,582766.1131874307
18,100.0,12,574960.2700404263
18,100.0,13,559270.9749046948
18,100.0,14,611557.4300269741
18,100.0,15,590036.6111243328
18,100.0,16,621141.5845188481
18,100.0,17,661284.969949126
18,100.0,18,785369.5382734891
18,100.0,19,798091.1365868005
18,100.0,20,809703.7927922085
18,100.0,21,834824.4793625539
18,100.0,22,737529.2036902508
18,100.0,23,805725.0340970841
18,100.0,24,840494.0467122784
18,100.0,25,795627.4278769407
18,100.0,26,773226.1779058229
18,100.0,27,782021.0114463891
18,100.0,28,801111.0498099566
18,100.0,29,764521.5721686839
18,100.0,30,746696.1934027077
18,100.0,31,736441.7292329441
18,100.0,32,718421.3614359396
18,100.0,33,725192.5700978469
18,100.0,34,700524.7674068329
18,100.0,35,741589.8797043327
18,100.0,36,715502.0550252369
18,100.0,37,728822.131785613
18,100.0,38,641007.2408394328
18,100.0,39,708184.780375984
18,100.0,40,699116.9258023767
18,100.0,41,660939.5373787476
18,100.0,42,653492.2805463511
18,100.0,43,701049.8425608459
18,100.0,44,670513.7021071773
18,100.0,45,699861.3754295473
18,100.0,46,686377.334594127
18,100.0,47,752320.027887487
18,100.0,48,747231.2932867806
18,100.0,49,690083.4306193065
18,100.0,50,655652.0513766516
18,100.0,51,678891.0201577254
18,100.0,52,670780.8791964601
18,100.0,53,670923.1861149294
18,100.0,54,659422.3978139148
18,100.0,55,681049.362791594
18,100.0,56,629445.2696822302
18,100.0,57,646813.196531916
18,100.0,58,650912.1540862866
18,100.0,59,659368.3659966807
18,100.0,60,651128.9703239067
18,100.0,61,657017.6037484079
18,100.0,62,645268.1102280229
18,100.0,63,572678.1853306731
18,100.0,64,635319.1313287287
18,100.0,65,620303.3100114089
18,100.0,66,588482.7596501845
18,100.0,67,635813.6233669026
18,100.0,68,554142.4735133487
18,100.0,69,599427.4976572477
18,100.0,70,566606.8578765972
18,100.0,71,625753.3983219231
18,100.0,72,609417.7936793442
18,100.0,73,629739.094672408
18,100.0,74,622611.7898899068
18,100.0,75,603118.5121967918
18,100.0,76,583473.6539958804
18,100.0,77,591176.9826644061
18,100.0,78,591601.7411406911
18,100.0,79,625903.060791948
18,100.0,80,593438.8496899521
18,100.0,81,648775.142642238
18,100.0,82,639808.975737786
18,100.0,83,644712.3881173038
18,100.0,84,644924.0532521408
18,100.0,85,598848.9959298525
18,100.0,86,670376.2760848316
18,100.0,87,672908.452436461
18,100.0,88,616231.3163557857
18,100.0,89,645097.5215390343
18,100.0,90,590960.3778209751
18,100.0,91,590411.6094806237
18,100.0,92,611544.1370968358
18,100.0,93,606116.591087942
18,100.0,94,583910.6490550851
18,100.0,95,579609.5433220429
18,100.0,96,570935.8047163662
18,100.0,97,620808.2036162994
18,100.0,98,610629.5036089492
18,100.0,99,606442.6078207025
18,100.0,100,608026.4052476366
18,100.0,101,590816.3526451479
18,100.0,102,655550.8242271802
18,100.0,103,650383.8529789599
18,100.0,104,679404.0555794996
18,100.0,105,599950.7657370603
18,100.0,106,594631.8442725798
18,100.0,107,623903.2734864012
18,100.0,108,625664.5188573671
18,100.0,109,608532.4663363531
18,100.0,110,611760.2009479678
18,100.0,111,649413.8899073479
18,100.0,112,601430.1438035935
18,100.0,113,618140.3716926388
18,100.0,114,637133.4019409711
18,100.0,115,608064.1177219234
18,100.0,116,618216.9451363122
18,100.0,117,599506.0673908679
18,100.0,118,621057.6945938243
18,100.0,119,607760.6459936514
18,100.0,120,641321.2947277491
18,100.0,121,653634.0216542139
18,100.0,122,651194.7797853258
18,100.0,123,636056.4479373213
18,100.0,124,604082.9119334649
18,100.0,125,625614.1695054877
18,100.0,126,593015.4792210979
18,100.0,127,635663.9798726346
18,100.0,128,700316.1889562354
18,100.0,129,661496.9406897941
18,100.0,130,659420.0564939678
18,100.0,131,671744.4785900203
18,100.0,132,702756.2542795886
18,100.0,133,687163.0276177701
18,100.0,134,761088.8334400428
18,100.0,135,766621.418876071
18,100.0,136,687356.4661069725
18,100.0,137,691260.6415746461
18,100.0,138,710539.1193756277
18,100.0,139,708110.0275570322
18,100.0,140,779640.2946538755
18,100.0,141,768598.8194088496
18,100.0,142,699391.2178733001
18,100.0,143,679438.5849579785
18,100.0,144,727248.3243312619
18,100.0,145,709273.1709322734
18,100.0,146,731222.220900703
18,100.0,147,820059.2019167333
18,100.0,148,714395.7130373995
18,100.0,149,668335.6496623321
18,100.0,150,726965.7871630974
18,100.0,151,749176.9639096834
18,100.0,152,797595.5512620866
18,100.0,153,853774.4850627386
18,100.0,154,738969.3492721005
18,100.0,155,749743.4910610976
18,100.0,156,709130.7915923774
18,100.0,157,684333.58898078
18,100.0,158,675544.5834173604
18,100.0,159,635354.0619369315
18,100.0,160,695089.9997271763
18,100.0,161,652974.278971947
18,100.0,162,641251.7371478007
18,100.0,163,597592.0885025439
18,100.0,164,634037.291421229
18,100.0,165,648955.6149450527
18,100.0,166,631186.6100273969
18,100.0,167,646009.8790686764
18,100.0,168,601748.7594976069
18,100.0,169,633343.4121872751
18,100.0,170,597758.9170633244
18,100.0,171,611573.7427628495
18,100.0,172,677711.1066739475
18,100.0,173,655066.9432661696
18,100.0,174,685217.4911115626
18,100.0,175,671235.9383076676
18,100.0,176,621689.0188576288
18,100.0,177,565833.4739445997
18,100.0,178,602500.1075705393
18,100.0,179,628594.4541759277
18,100.0,180,598200.5054055391
18,100.0,181,597531.9563456702
18,100.0,182,589907.1462445667
18,100.0,183,627235.5388710925
18,100.0,184,589494.999080153
18,100.0,185,576238.435547021
18,100.0,186,608610.4138484937
18,100.0,187,619032.5038199053
18,100.0,188,646262.6571366993
18,100.0,189,627590.0329536266
18,100.0,190,602763.5034233977
18,100.0,191,597914.5902401662
18,100.0,192,564527.8566635279
18,100.0,193,633177.0770434345
18,100.0,194,588861.8679119877
18,100.0,195,587867.7683268241
18,100.0,196,602827.0156358297
18,100.0,197,628519.0019636345
18,100.0,198,585019.3272486976
18,100.0,199,625044.688028626
18,150.0,0,612843.0489232107
18,150.0,1,606629.2944732571
18,150.0,2,613555.6487815332
18,150.0,3,609595.6413155696
18,150.0,4,611051.2735326384
18,150.0,5,599520.1501241133
18,150.0,6,600880.499819872
18,150.0,7,616743.8308549463
18,150.0,8,598979.196179546
18,150.0,9,585308.9946645773
18,150.0,10,597817.6422476145
18,150.0,11,580505.5562628454
18,150.0,12,583973.3521778239
18,150.0,13,586246.4901956181
18,150.0,14,588800.4724481559
18,150.0,15,603442.3852284781
18,150.0,16,597387.0699047043
18,150.0,17,577632.5256422334
18,150.0,18,622442.8717714287
18,150.0,19,618049.829836616
18,150.0,20,615591.5285398405
18,150.0,21,600931.55036759
18,150.0,22,591654.6882305198
18,150.0,23,591166.3526380479
18,150.0,24,587845.6404369968
18,150.0,25,601025.8296520215
18,150.0,26,611525.2013642155
18,150.0,27,605672.9109549578
18,150.0,28,609299.9711354487
18,150.0,29,629084.911005439
18,150.0,30,602362.465618698
18,150.0,31,600260.8487614344
18,150.0,32,604737.1909285762
18,150.0,33,648480.4199900909
18,150.0,34,653911.3142478277
18,150.0,35,637211.3914427012
18,150.0,36,634134.2764371652
18,150.0,37,659366.0320755207
18,150.0,38,645892.646656062
18,150.0,39,626880.7203364678
18,150.0,40,627755.2763398038
18,150.0,41,653322.2396403964
18,150.0,42,597445.1085514084
18,150.0,43,643071.975376684
18,150.0,44,639187.9815984372
18,150.0,45,646319.8236982058
18,150.0,46,631680.9292841819
18,150.0,47,639613.1744810294
18,150.0,48,640375.0633523634
18,150.0,49,643862.6890309752
18,150.0,50,643309.2277212793
18,150.0,51,633659.1896452034
18,150.0,52,611787.9844883283
18,150.0,53,619708.1194110394
18,150.0,54,631543.5273054173
18,150.0,55,656109.33861179
18,150.0,56,631314.2125139793
18,150.0,57,631413.5907668592
18,150.0,58,684039.2969848686
18,150.0,59,707940.4944063684
18,150.0,60,672692.1342656033
18,150.0,61,694581.3039268996
18,150.0,62,673243.425497182
18,150.0,63,717566.5909758803
18,150.0,64,696702.9612832768
18,150.0,65,702248.4538833501
18,150.0,66,721864.3534626721
18,150.0,67,679174.3143366324
18,150.0,68,689288.1490079197
18,150.0,69,650337.86458515
18,150.0,70,632899.3459672164
18,150.0,71,668711.6410689596
18,150.0,72,678167.0914282048
18,150.0,73,716607.9414467064
18,150.0,74,700663.5562617942
18,150.0,75,662985.5588083257
18,150.0,76,673161.3568111667
18,150.0,77,695085.3483191818
18,150.0,78,650464.0314898579
18,150.0,79,694243.5286210019
18,150.0,80,664001.8284549144
18,150.0,81,675988.3285570838
18,150.0,82,693869.01934332
18,150.0,83,647629.2631048781
18,150.0,84,665151.4148656103
18,150.0,85,652605.7390342667
18,150.0,86,673308.4173830275
18,150.0,87,685085.5163751128
18,150.0,88,716130.0714963926
18,150.0,89,694217.4640591517
18,150.0,90,705887.4227304149
18,150.0,91,693543.9572615157
18,150.0,92,664869.3859832047
18,150.0,93,625683.010177579
18,150.0,94,645141.6265305304
18,150.0,95,640097.5837447928
18,150.0,96,655960.731829593
18,150.0,97,674055.9588576994
18,150.0,98,637887.0156287816
18,150.0,99,640403.2033618714
18,150.0,100,659513.3544874804
18,150.0,101,672678.516784719
18,150.0,102,641363.4004218222
18,150.0,103,628782.8855477606
18,150.0,104,627814.2351799101
18,150.0,105,605680.3780590243
18,150.0,106,612876.563057787
18,150.0,107,640401.7418614365
18,150.0,108,650813.0678690167
18,150.0,109,642751.0226652307
18,150.0,110,635974.0021322496
18,150.0,111,646381.3666487522
18,150.0,112,596555.6769604273
18,150.0,113,641031.2086659882
18,150.0,114,609096.3163484171
18,150.0,115,637453.677634194
18,150.0,116,610329.2964866505
18,150.0,117,642614.7440566423
18,150.0,118,650874.4989558783
18,150.0,119,613951.8886374114
18,150.0,120,639458.386902558
18,150.0,121,619367.8921579523
18,150.0,122,655695.5902020475
18,150.0,123,672954.6664208007
18,150.0,124,650166.8035248531
18,150.0,125,640548.7862077686
18,150.0,126,651946.8413041467
18,150.0,127,674891.6749614152
18,150.0,128,696173.5121677833
18,150.0,129,661297.0225961097
18,150.0,130,657123.4513853554
18,150.0,131,688005.8832592
18,150.0,132,666661.537471903
18,150.0,133,654096.0129210949
18,150.0,134,673320.2128511504
18,150.0,135,667664.1943649377
18,150.0,136,635815.0297719692
18,150.0,137,655218.863999868
18,150.0,138,629913.1465035066
18,150.0,139,640699.802216776
18,150.0,140,596980.4190986376
18,150.0,141,637339.9685127954
18,150.0,142,620409.5614969864
18,150.0,143,620251.3185769628
18,150.0,144,626621.8178133443
18,150.0,145,633716.0534076593
18,150.0,146,612334.1661689298
18,150.0,147,624455.9244716968
18,150.0,148,615169.0173618047
18,150.0,149,609741.9847113685
18,150.0,150,591752.0644578664
18,150.0,151,623370.4818125842
18,150.0,152,615897.2324350259
18,150.0,153,632935.1131733437
18,150.0,154,598325.7939523658
18,150.0,155,574408.1670671543
18,150.0,156,615499.3132348899
18,150.0,157,609371.905312192
18,150.0,158,606017.0076421278
18,150.0,159,608893.4812783535
18,150.0,160,598416.9537567897
18,150.0,161,611779.9181345981
18,150.0,162,614402.3808072428
18,150.0,163,624610.5596174952
18,150.0,164,602925.8540988346
18,150.0,165,620102.6647257956
18,150.0,166,654340.8819360741
18,150.0,167,658922.4947543624
18,150.0,168,629077.4649615784
18,150.0,169,614908.6654675333
18,150.0,170,636025.892049753
18,150.0,171,644627.0602745413
18,150.0,172,585212.1212087037
18,150.0,173,607015.5159063648
18,150.0,174,577121.358856619
18,150.0,175,600255.0762677303
18,150.0,176,611844.5037413527
18,150.0,177,675699.0678155662
18,150.0,178,632915.2981343084
18,150.0,179,697007.399285156
18,150.0,180,707443.3151062492
18,150.0,181,778469.5678088798
18,150.0,182,728702.6103585464
18,150.0,183,742994.5913400319
18,150.0,184,722526.9903711285
18,150.0,185,729734.9843842188
18,150.0,186,750378.6739780037
18,150.0,187,747292.9640607252
18,150.0,188,749283.6409090436
18,150.0,189,739080.3335910661
18,150.0,190,713865.8437713103
18,150.0,191,713947.8581312886
18,150.0,192,725977.2710187439
18,150.0,193,677144.508696218
18,150.0,194,662933.3897078326
18,150.0,195,657175.3752676909
18,150.0,196,737912.5371441657
18,150.0,197,825584.5877605842
18,150.0,198,809456.9362389472
18,150.0,199,800859.8726956927
18,200.0,0,702557.8819252119
18,200.0,1,731547.1257278839
18,200.0,2,737472.7336172821
18,200.0,3,704885.3149432577
18,200.0,4,664198.668415844
18,200.0,5,673868.3630893021
18,200.0,6,686068.3727281413
18,200.0,7,675500.8680776815
18,200.0,8,650985.7588002298
18,200.0,9,703059.9940829391
18,200.0,10,751526.9655266758
18,200.0,11,708211.4735047282
18,200.0,12,705413.7596844388
18,200.0,13,684712.0228076968
18,200.0,14,653840.4248009126
18,200.0,15,667660.3163090822
18,200.0,16,692569.1556757297
18,200.0,17,672212.5707085478
18,200.0,18,672300.88466711
18,200.0,19,687272.231327998
18,200.0,20,698443.1609151093
18,200.0,21,691871.5980557799
18,200.0,22,683006.75556174
18,200.0,23,686503.5781392069
18,200.0,24,732613.6883363856
18,200.0,25,732758.1199400654
18,200.0,26,738614.3232387792
18,200.0,27,681485.0856677147
18,200.0,28,690713.5828233999
18,200.0,29,695870.6312151412
18,200.0,30,690362.6251363279
18,200.0,31,631643.2524125779
18,200.0,32,680641.7232512152
18,200.0,33,740257.0431774062
18,200.0,34,686549.1284525933
18,200.0,35,663189.8963641166
18,200.0,36,681889.1050013452
18,200.0,37,678933.4144909601
18,200.0,38,682149.8148431246
18,200.0,39,661615.6210024382
18,200.0,40,676544.2100448972
18,200.0,41,616797.4217939227
18,200.0,42,637373.8430031954
18,200.0,43,671823.0193054609
18,200.0,44,671597.5528580514
18,200.0,45,626322.6916269378
18,200.0,46,657327.9527633607
18,200.0,47,636009.7385723938
18,200.0,48,626246.6594032553
18,200.0,49,611035.642091513
18,200.0,50,649995.5493855628
18,200.0,51,664643.5562064237
18,200.0,52,680289.1191741002
18,200.0,53,641874.9224973288
18,200.0,54,653440.4564519122
18,200.0,55,651323.5817185313
18,200.0,56,650153.4894439938
18,200.0,57,639816.9246634757
18,200.0,58,622646.384854636
18,200.0,59,646809.9639306535
18,200.0,60,604695.5282034716
18,200.0,61,604125.2993363314
18,200.0,62,643778.9022258333
18,200.0,63,618866.2789878149
18,200.0,64,594966.425055372
18,200.0,65,586850.9120704574
18,200.0,66,619402.9064963299
18,200.0,67,618624.0439544942
18,200.0,68,610341.7090421403
18,200.0,69,632227.8454141837
18,200.0,70,642668.9588424879
18,200.0,71,617590.2038326527
18,200.0,72,611295.5147619232
18,200.0,73,635424.751201822
18,200.0,74,643908.1383144734
18,200.0,75,613823.964094805
18,200.0,76,617474.7371563572
18,200.0,77,590248.0139489967
18,200.0,78,636368.661760248
18,200.0,79,627625.3325783758
18,200.0,80,669027.1783224192
18,200.0,81,671973.6629679063
18,200.0,82,669486.015142563
18,200.0,83,663830.0142702308
18,200.0,84,679994.2843833325
18,200.0,85,665288.8744317872
18,200.0,86,642667.1309856033
18,200.0,87,714297.0072353923
18,200.0,88,724906.2658364783
18,200.0,89,650507.6288951442
18,200.0,90,677383.3945462422
18,200.0,91,668399.348149937
18,200.0,92,690509.000739414
18,200.0,93,648453.4258199751
18,200.0,94,682275.3435118188
18,200.0,95,638588.3199449468
18,200.0,96,640895.2853154684
18,200.0,97,677932.2085238728
18,200.0,98,648588.7343836601
18,200.0,99,653510.15667761
18,200.0,100,617436.8989762929
18,200.0,101,586933.6907216448
18,200.0,102,596559.9212924023
18,200.0,103,621007.2448995257
18,200.0,104,622852.9937330221
18,200.0,105,601008.4300801178
18,200.0,106,621066.6840098312
18,200.0,107,597853.6056937939
18,200.0,108,612884.5664085195
18,200.0,109,610059.6196424755
18,200.0,110,620626.4286387243
18,200.0,111,678111.7996825757
18,200.0,112,651821.5313024966
18,200.0,113,645454.9563598651
18,200.0,114,667236.9116277803
18,200.0,115,638021.8707621457
18,200.0,116,618109.1995414128
18,200.0,117,632380.6585100316
18,200.0,118,652446.7559480735
18,200.0,119,641548.7667285505
18,200.0,120,621588.1702801833
18,200.0,121,650193.6708656485
18,200.0,122,655984.0810219736
18,200.0,123,631087.8285547902
18,200.0,124,650402.931060516
18,200.0,125,616447.8400650076
18,200.0,126,657461.814220116
18,200.0,127,639287.352235572
18,200.0,128,644970.7875401924
18,200.0,129,630296.6128717626
18,200.0,130,628699.4947425796
18,200.0,131,613328.1935665209
18,200.0,132,615087.095121644
18,200.0,133,603484.641032373
18,200.0,134,621936.2184150503
18,200.0,135,578164.382260123
18,200.0,136,590924.6029435743
18,200.0,137,614576.8779718843
18,200.0,138,597736.3630984206
18,200.0,139,587844.672829377
18,200.0,140,610601.5223066758
18,200.0,141,614364.533762486
18,200.0,142,618299.4409597046
18,200.0,143,613044.5515760325
18,200.0,144,600285.3695290554
18,200.0,145,602588.472476513
18,200.0,146,620820.568695271
18,200.0,147,629348.1524530719
18,200.0,148,642570.2325162359
18,200.0,149,664012.3846105787
18,200.0,150,634760.0842484891
18,200.0,151,559078.2343445425
18,200.0,152,601956.8431552248
18,200.0,153,612509.3218923185
18,200.0,154,578347.3702785803
18,200.0,155,620200.6350448196
18,200.0,156,618654.8201028215
18,200.0,157,600681.4003398765
18,200.0,158,593536.7771575577
18,200.0,159,608752.6182072458
18,200.0,160,654093.9069937593
18,200.0,161,581715.7023969996
18,200.0,162,607796.2592649506
18,200.0,163,587726.1659760763
18,200.0,164,596265.689748392
18,200.0,165,577368.7090546985
18,200.0,166,571680.2957354866
18,200.0,167,579373.5135973315
18,200.0,168,563622.5139382828
18,200.0,169,585444.2249543109
18,200.0,170,577578.5417189009
18,200.0,171,581221.3234833648
18,200.0,172,556173.7834549735
18,200.0,173,567129.5158259673
18,200.0,174,561252.8333337143
18,200.0,175,569711.4794514364
18,200.0,176,591404.7910010371
18,200.0,177,581847.7423481641
18,200.0,178,616433.8077403873
18,200.0,179,593285.1299170667
18,200.0,180,579315.569964969
18,200.0,181,582517.5746214717
18,200.0,182,560285.9851500387
18,200.0,183,567398.0712359103
18,200.0,184,561386.6874501815
18,200.0,185,558572.0804742107
18,200.0,186,573962.0579058563
18,200.0,187,581520.6263511879
18,200.0,188,611659.2067000318
18,200.0,189,592416.9059900208
18,200.0,190,591175.6441239554
18,200.0,191,573521.2991526194
18,200.0,192,613317.5270656813
18,200.0,193,640885.2555459281
18,200.0,194,636110.995575507
18,200.0,195,594902.1503603575
18,200.0,196,615580.5139600744
18,200.0,197,588476.15563347
18,200.0,198,600996.0618547699
18,200.0,199,616088.0477023595
19,5.0,14,0.0
19,5.0,102,0.0
19,5.0,193,0.0
19,50.0,0,391694.3927047787
19,50.0,1,452964.3276576096
19,50.0,2,348707.4464481649
19,50.0,3,406940.90342771256
19,50.0,4,288623.22673735267
19,50.0,5,380599.3431755745
19,50.0,6,341764.7668581194
19,50.0,7,356181.07840575173
19,50.0,8,386331.6773353832
19,50.0,9,377030.87679321243
19,50.0,10,332124.0715338235
19,50.0,11,304919.7499741096
19,50.0,12,293520.8967198815
19,50.0,13,342174.2130521876
19,50.0,14,332277.4389550534
19,50.0,15,364018.51821029966
19,50.0,16,396297.9581722876
19,50.0,17,288115.94093806867
19,50.0,18,308679.23936600436
19,50.0,19,281562.5541241347
19,50.0,20,358437.30027784815
19,50.0,21,428015.5395484493
19,50.0,22,363531.91090477735
19,50.0,23,299985.23216845
19,50.0,24,269895.3149683228
19,50.0,25,298690.00775719585
19,50.0,26,467483.9921199259
19,50.0,27,423936.93300020567
19,50.0,28,259597.7137205727
19,50.0,29,304155.199159194
19,50.0,30,267031.0065520791
19,50.0,31,312991.4337903808
19,50.0,32,337359.049200929
19,50.0,33,308783.77663078153
19,50.0,34,272803.08543935133
19,50.0,35,250076.93051600864
19,50.0,36,308547.89881312835
19,50.0,37,259049.07298590723
19,50.0,38,264761.8411361502
19,50.0,41,218740.5572220258
19,50.0,43,200527.5979586473
19,50.0,44,288070.4300563552
19,50.0,46,313600.8238591756
19,50.0,47,301813.4059391154
19,50.0,48,239313.7263975296
19,50.0,49,332295.8431547338
19,50.0,50,274763.79424186016
19,50.0,51,254764.48521958606
19,50.0,63,253910.73154760868
19,50.0,67,237648.53259290854
19,50.0,68,235334.2918721562
19,50.0,69,288325.8211698709
19,50.0,70,264169.4997023451
19,50.0,72,233622.41688949554
19,50.0,73,257168.8642259912
19,50.0,74,225058.9437818633
19,50.0,75,304532.72880267404
19,50.0,76,247899.37962673715
19,50.0,78,258793.89162532287
19,50.0,79,239601.85533131802
19,50.0,80,248528.8682002833
19,50.0,81,280509.16102535906
19,50.0,82,263074.0662194047
19,50.0,85,260624.6455449273
19,50.0,87,286609.570095597
19,50.0,88,267812.36813444056
19,50.0,89,289234.290953069
19,50.0,90,282429.07596378285
19,50.0,91,317908.6397818197
19,50.0,92,254992.49298465246
19,50.0,93,347653.64555358933
19,50.0,94,274487.8349239862
19,50.0,96,270656.5682201645
19,50.0,97,249499.64241378318
19,50.0,98,285289.45459014305
19,50.0,99,352978.86913382076
19,50.0,100,293022.7028650729
19,50.0,101,315590.5392281303
19,50.0,103,208648.38688528584
19,50.0,104,246020.12032312766
19,50.0,105,285717.3942714586
19,50.0,106,301448.15301388944
19,50.0,107,313025.5985827483
19,50.0,108,239765.29540942854
19,50.0,110,246223.85820293118
19,50.0,111,284252.17123787786
19,50.0,112,322897.2118072761
19,50.0,115,272480.10103129287
19,50.0,118,232024.00879504424
19,50.0,122,259714.27603013354
19,50.0,128,241372.71452183815
19,50.0,129,255111.18483169933
19,50.0,130,250958.29182335697
19,50.0,131,284839.8771022603
19,50.0,132,278758.24021443084
19,50.0,133,299396.74436287745
19,50.0,134,298970.9890915658
19,50.0,135,266142.11049611314
19,50.0,136,265593.5393109219
19,50.0,137,320725.3339669282
19,50.0,138,275758.2133708079
19,50.0,139,270592.03729604784
19,50.0,142,259621.23981664778
19,50.0,143,230374.17886075084
19,50.0,144,250496.15942110092
19,50.0,145,246501.04762619146
19,50.0,146,257173.03284939818
19,50.0,147,236418.97384963132
19,50.0,148,237031.84411186096
19,50.0,149,267770.36865182675
19,50.0,151,283450.7172007177
19,50.0,152,249209.07973806636
19,50.0,153,267836.8560458953
19,50.0,154,265160.6119913207
19,50.0,155,263951.48157456395
19,50.0,157,248365.2307799149
19,50.0,158,188246.8300399631
19,50.0,159,205117.57247700507
19,50.0,160,233064.83823725858
19,50.0,161,250354.7391790564
19,50.0,162,250875.91342355998
19,50.0,163,260786.45173113915
19,50.0,164,202890.99410919484
19,50.0,165,204394.1330590427
19,50.0,166,288800.70286981284
19,50.0,167,265355.73724753485
19,50.0,168,234978.0323669837
19,50.0,169,229472.08044128292
19,50.0,170,206139.7133561091
19,50.0,171,298018.15440045
19,50.0,172,239983.18839352464
19,50.0,174,238709.55665099906
19,50.0,175,278418.45559161564
19,50.0,176,304124.859553628
19,50.0,177,252891.02428147028
19,50.0,178,221634.67962807673
19,50.0,183,239001.5369320114
19,50.0,184,200818.16156980296
19,50.0,187,295812.96553885133
19,50.0,189,283620.1645954382
19,50.0,192,243602.96504561914
19,50.0,193,234323.18760962028
19,50.0,195,252821.3177400444
19,50.0,196,260923.50364014294
19,50.0,197,245723.0670206418
19,50.0,198,236127.28120887285
19,100.0,0,327512.933352088
19,100.0,1,319490.00230818253
